miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
hsa-mir-1295b	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-1296	9	2.101571	15	5.810172	11	5.458651	11	5.914866	11	4.320014	11	4.661359	28	9.419794	6	2.96836	25	8.616616	22	7.107821	19	6.858894	17	4.764391	22	6.967518	7	3.01544
hsa-mir-1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1298	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1301	12	2.802094	11	4.260793	12	5.954892	1	0.537715	11	4.320014	14	5.932638	9	3.027791	12	5.93672	6	2.067988	14	4.523159	16	5.775911	12	3.3631	10	3.167054	4	1.723109
hsa-mir-1302-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1304	0	0	1	0.387345	0	0	0	0	0	0	1	0.42376	4	1.345685	0	0	17	5.859299	2	0.646166	0	0	0	0	0	0	2	0.861554
hsa-mir-1305	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-1306	6	1.401047	6	2.324069	6	2.977446	3	1.613145	11	4.320014	9	3.813839	7	2.354949	7	3.463087	11	3.791311	13	4.200076	13	4.692927	12	3.3631	18	5.700696	7	3.01544
hsa-mir-1307	957	223.467027	754	292.057998	749	371.68449	366	196.803714	877	344.42294	1199	508.088093	714	240.204759	1100	544.199379	850	292.964947	1223	395.130238	1696	612.246519	500	140.129149	860	272.366603	524	225.727216
hsa-mir-130a	282	65.849218	205	79.405689	181	89.819616	132	70.978389	307	120.567666	321	136.026921	661	222.374434	158	78.16682	452	155.788419	392	126.648449	406	146.56373	704	197.301841	300	95.011606	175	75.385998
hsa-mir-130b	17	3.969634	17	6.584862	12	5.954892	8	4.301721	24	9.425485	20	8.475198	22	7.401267	22	10.883988	18	6.203964	27	8.723235	21	7.580883	24	6.726199	10	3.167054	10	4.307771
hsa-mir-132	280	65.382202	107	41.445896	129	64.015086	101	54.309222	444	174.371477	1121	475.034822	204	68.629931	160	79.156273	179	61.694971	340	109.848145	886	319.841047	352	98.650921	233	73.792347	188	80.986101
hsa-mir-1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1323	1	0.233508	1	0.387345	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280258	1	0.316705	0	0
hsa-mir-1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-133a-1	22	5.137173	17	6.584862	26	12.902265	5	2.688575	6	2.356371	14	5.932638	15	5.046318	6	2.96836	10	3.446646	13	4.200076	4	1.443978	14	3.923616	5	1.583527	7	3.01544
hsa-mir-133a-2	0	0	0	0	0	0	1	0.537715	0	0	1	0.42376	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-133b	1	0.233508	4	1.549379	2	0.992482	1	0.537715	0	0	1	0.42376	0	0	0	0	3	1.033994	0	0	2	0.721989	0	0	1	0.316705	1	0.430777
hsa-mir-134	3131	731.113125	1267	490.765893	1086	538.917698	2440	1312.024761	4300	1688.732775	4596	1947.600396	1822	612.959484	1485	734.669161	585	201.628816	4189	1353.393758	4943	1784.395367	2991	838.252567	1999	633.093999	1367	588.872337
hsa-mir-1343	0	0	2	0.77469	0	0	0	0	0	0	0	0	1	0.336421	2	0.989453	0	0	2	0.646166	1	0.360994	0	0	2	0.633411	1	0.430777
hsa-mir-135a-1	22	5.137173	7	2.711414	16	7.939856	4	2.15086	19	7.461842	101	42.799748	18	6.055582	29	14.347075	74	25.505184	205	66.23197	24	8.663866	63	17.656273	12	3.800464	10	4.307771
hsa-mir-135a-2	5	1.167539	0	0	1	0.496241	1	0.537715	3	1.178186	14	5.932638	0	0	2	0.989453	2	0.689329	19	6.138573	2	0.721989	2	0.560517	4	1.266821	1	0.430777
hsa-mir-135b	18	4.203142	6	2.324069	20	9.924819	26	13.980592	45	17.672785	17	7.203918	57	19.17601	30	14.841801	29	9.995275	11	3.553911	48	17.327732	29	8.127491	28	8.86775	18	7.753988
hsa-mir-136	110	25.685865	37	14.331759	61	30.270699	62	33.338334	164	64.407483	187	79.243097	126	42.389075	121	59.861932	167	57.558995	299	96.601751	183	66.061977	440	123.313651	63	19.952437	81	34.892948
hsa-mir-137	0	0	0	0	0	0	0	0	0	0	0	0	3	1.009264	0	0	2	0.689329	0	0	3	1.082983	0	0	0	0	0	0
hsa-mir-138-1	2	0.467016	1	0.387345	0	0	0	0	2	0.785457	0	0	4	1.345685	2	0.989453	10	3.446646	0	0	1	0.360994	0	0	0	0	1	0.430777
hsa-mir-138-2	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1.723323	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-139	611	142.673305	1098	425.304618	617	306.180681	314	168.842531	666	261.557216	493	208.91362	480	161.482191	279	138.028752	564	194.390859	526	169.941541	465	167.8624	1016	284.74243	833	263.815558	816	351.514139
hsa-mir-140	4810	1123.17283	4033	1562.161679	2797	1387.986006	2318	1246.423523	2640	1036.803378	2306	977.190277	3579	1204.051588	1691	836.582863	4435	1528.587692	3364	1086.850466	2826	1020.170202	3608	1011.171937	3819	1209.49774	3093	1332.393665
hsa-mir-141	1623	378.983265	571	221.173895	743	368.707044	1171	629.664342	1959	769.355234	1601	678.439564	2292	771.077463	2159	1068.114963	5058	1743.313764	2206	712.720609	2247	811.154438	3602	1009.490387	1842	583.371259	1021	439.82345
hsa-mir-142	1846	431.055519	659	255.26024	1409	699.203533	522	280.687264	1757	690.024066	587	248.747048	2624	882.769312	838	414.580981	2055	708.285841	1998	645.519391	1307	471.819693	2676	749.971203	921	291.685629	980	422.161588
hsa-mir-143	522270	121954.152599	238752	92479.351616	235940	117083.095551	371707	199872.453986	205078	80539.98605	154383	65421.321139	339543	114229.474268	161592	79943.878202	190685	65722.377455	265851	85891.879702	174717	63071.860269	286085	80177.694971	224985	71253.95367	197737	85180.577465
hsa-mir-144	1582	369.409442	438	169.657033	961	476.887577	1731	930.784779	515	202.255204	102	43.223507	344	115.728904	226	111.808236	567	195.424853	307	99.186413	130	46.929273	832	233.174903	171	54.156615	1112	479.024169
hsa-mir-145	9107	2126.556126	10676	4135.29335	10438	5179.763293	3647	1961.046845	8861	3479.967702	9571	4055.805786	17830	5998.390561	3697	1829.00464	19343	6666.84819	8593	2776.250314	7668	2768.105133	14941	4187.339219	11309	3581.620828	5818	2506.261346
hsa-mir-1468	30	7.005236	21	8.134241	26	12.902265	5	2.688575	32	12.567314	22	9.322717	46	15.475377	32	15.831255	39	13.441921	33	10.661732	23	8.302871	68	19.057564	65	20.585848	44	18.954194
hsa-mir-1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-146a	239	55.80838	280	108.456551	228	113.142942	533	286.60213	211	82.865725	152	64.411501	399	134.232071	128	63.325019	144	49.631709	220	71.078211	353	127.431027	344	96.408854	328	103.879356	162	69.785895
hsa-mir-146b	3031	707.762338	622	240.928481	825	409.398804	972	522.659044	1942	762.678849	2320	983.122915	2336	785.879997	1214	600.598224	1328	457.714646	1821	588.333739	3687	1330.986388	2498	700.085227	2322	735.389828	448	192.988154
hsa-mir-1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-147a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-147b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2.067988	5	1.615414	1	0.360994	1	0.280258	1	0.316705	0	0
hsa-mir-148a	103824	24243.720565	49035	18993.453485	49514	24570.875617	32426	17435.948726	68644	26958.458745	79169	33548.645727	102814	34588.812514	70522	34889.116903	112073	38627.600538	117929	38100.828966	79411	28666.927064	208785	58513.728593	47308	14982.696803	50134	21596.580663
hsa-mir-148b	331	77.291103	189	73.208172	218	108.180532	196	105.392153	348	136.669536	317	134.331881	343	115.392482	317	156.828366	542	186.808237	396	127.94078	355	128.153015	825	231.213095	340	107.67982	253	108.986614
hsa-mir-149	148	34.559164	151	58.489069	65	32.255663	135	72.591534	91	35.738298	213	90.260854	446	150.043869	93	46.009584	979	337.426686	131	42.323844	210	75.808826	221	61.937084	528	167.220426	167	71.939781
hsa-mir-150	1209	282.311009	1897	734.793133	1760	873.384115	296	159.163659	1141	448.103278	570	241.54313	1172	394.285684	565	279.52059	1092	376.37379	1390	449.085062	1082	390.595951	2050	574.529509	1823	577.353857	1265	544.93307
hsa-mir-151a	8181	1910.327843	5048	1955.316676	3871	1920.948813	4006	2154.086554	5124	2012.341102	5582	2365.427635	5068	1704.982802	4945	2446.423571	6785	2338.549603	6314	2039.944662	6192	2235.277384	6601	1849.98502	8913	2822.794804	5081	2188.7786
hsa-mir-151b	3	0.700524	6	2.324069	6	2.977446	8	4.301721	7	2.7491	7	2.966319	15	5.046318	7	3.463087	3	1.033994	3	0.969248	7	2.526961	28	7.847232	6	1.900232	4	1.723109
hsa-mir-152	928	216.695299	570	220.78655	560	277.894946	830	446.303505	821	322.430141	1013	429.268756	609	204.88053	520	257.257888	808	278.489032	1035	334.390676	874	315.509114	1427	399.92859	596	188.75639	625	269.235707
hsa-mir-153-1	0	0	3	1.162034	0	0	1	0.537715	1	0.392729	2	0.84752	4	1.345685	0	0	4	1.378659	0	0	5	1.804972	6	1.68155	5	1.583527	0	0
hsa-mir-153-2	28	6.53822	33	12.782379	47	23.323326	3	1.613145	31	12.174585	54	22.883033	90	30.277911	41	20.283795	112	38.60244	49	15.831056	81	29.240547	180	50.446494	62	19.635732	55	23.692742
hsa-mir-1537	1	0.233508	0	0	1	0.496241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	1	0.430777
hsa-mir-1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.633411	0	0
hsa-mir-1539	0	0	0	0	0	0	0	0	2	0.785457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-154	33	7.70576	16	6.197517	15	7.443615	23	12.367447	49	19.243699	62	26.273112	42	14.129692	17	8.410354	53	18.267226	78	25.200457	62	22.381653	72	20.178597	28	8.86775	24	10.338651
hsa-mir-155	667	155.749746	393	152.226516	256	127.03769	363	195.190569	247	97.003952	175	74.157979	558	187.723047	164	81.13518	442	152.341772	406	131.171608	335	120.933127	371	103.975828	399	126.365436	203	87.447758
hsa-mir-1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-15a	236	55.107856	100	38.734482	124	61.533881	86	46.243496	110	43.200141	150	63.563982	178	59.882979	102	50.462124	189	65.141618	125	40.385347	136	49.09524	228	63.898892	200	63.34107	142	61.170353
hsa-mir-15b	234	54.64084	140	54.228275	163	80.887279	198	106.467583	185	72.654782	230	97.464772	208	69.975616	90	44.525404	482	166.128358	241	77.86295	160	57.759106	429	120.23081	307	97.228543	109	46.954707
hsa-mir-16-1	1311	306.128811	885	342.80017	1098	544.87259	1212	651.71066	1174	461.06332	1178	499.189135	2041	686.635734	797	394.297186	1429	492.525775	1320	426.469267	962	347.276622	4355	1220.524885	1455	460.806287	1136	489.36282
hsa-mir-16-2	9	2.101571	10	3.873448	7	3.473687	14	7.528011	10	3.927286	12	5.085119	17	5.719161	5	2.473634	7	2.412653	11	3.553911	6	2.165966	31	8.688007	10	3.167054	9	3.876994
hsa-mir-17	693	161.82095	440	170.431723	473	234.721981	384	206.482585	788	309.470099	695	294.513115	876	294.704999	396	195.911776	957	329.844063	759	245.219829	857	309.372209	1052	294.831729	686	217.259872	549	236.496645
hsa-mir-181a-1	2179	508.813638	1555	602.321203	2191	1087.263975	1375	739.358216	2585	1015.203308	3059	1296.281465	2695	906.655219	2415	1194.765	6784	2338.204938	3810	1230.945385	4493	1621.947883	4958	1389.520638	3383	1071.414207	1980	852.938719
hsa-mir-181a-2	2070	483.36128	1734	671.655926	1394	691.759919	1214	652.78609	2539	997.137794	3219	1364.083045	2323	781.506521	1528	755.94241	3965	1366.59531	3463	1118.835661	1804	651.233915	2660	745.487071	2728	863.972201	1409	606.964977
hsa-mir-181b-1	331	77.291103	217	84.053827	256	127.03769	152	81.73269	383	150.415036	440	186.454346	420	141.296917	451	223.121745	1064	366.72318	568	183.511018	672	242.588243	822	230.37232	428	135.549891	232	99.940294
hsa-mir-181b-2	0	0	2	0.77469	2	0.992482	2	1.07543	8	3.141828	6	2.542559	9	3.027791	1	0.494727	7	2.412653	6	1.938497	6	2.165966	13	3.643358	3	0.950116	2	0.861554
hsa-mir-181c	143	33.391625	98	37.959793	124	61.533881	125	67.214383	181	71.083868	226	95.769732	238	80.068253	161	79.651	446	153.720431	255	82.386108	220	79.41877	327	91.644463	190	60.174017	133	57.293358
hsa-mir-181d	39	9.106807	13	5.035483	25	12.406024	19	10.216586	58	22.778256	58	24.578073	43	14.466113	43	21.273248	78	26.883842	52	16.800304	57	20.576681	70	19.618081	47	14.885152	49	21.108079
hsa-mir-182	89894	20990.956007	22088	8555.672491	15960	7920.005955	27789	14942.563965	29869	11730.409129	61117	25898.932422	43420	14607.409879	97536	48253.664193	71694	24710.386917	70876	22898.814997	73383	26490.852763	38411	10765.001456	46454	14712.230432	37085	15975.369887
hsa-mir-1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-183	18606	4344.647334	4111	1592.374575	3011	1494.181575	4251	2285.826745	7147	2806.830963	13789	5843.224948	8061	2711.891549	27343	13527.312377	14503	4998.671318	14486	4680.177127	19430	7014.121379	7692	2155.746823	14735	4666.653365	7345	3164.058024
hsa-mir-184	18	4.203142	1	0.387345	3	1.488723	1	0.537715	8	3.141828	6	2.542559	8	2.69137	48	23.746882	4	1.378659	2	0.646166	36	12.995799	6	1.68155	23	7.284223	1	0.430777
hsa-mir-185	290	67.717281	152	58.876413	146	72.451182	156	83.88355	156	61.265654	125	52.969985	112	37.679178	147	72.724826	122	42.049086	129	41.677678	136	49.09524	186	52.128043	179	56.690258	213	91.755529
hsa-mir-186	732	170.927757	611	236.667688	576	285.834801	334	179.596832	568	223.069818	595	252.137127	911	306.479742	435	215.206118	1256	432.898792	780	252.004567	721	260.276969	1236	346.399255	947	299.919969	468	201.603697
hsa-mir-187	11	2.568587	3	1.162034	2	0.992482	7	3.764005	9	3.534557	16	6.780158	27	9.083373	24	11.873441	39	13.441921	10	3.230828	352	127.070032	8	2.242066	23	7.284223	3	1.292331
hsa-mir-188	0	0	0	0	1	0.496241	0	0	2	0.785457	1	0.42376	3	1.009264	1	0.494727	12	4.135976	1	0.323083	2	0.721989	2	0.560517	0	0	2	0.861554
hsa-mir-18a	14	3.26911	6	2.324069	7	3.473687	9	4.839436	6	2.356371	8	3.390079	16	5.38274	5	2.473634	9	3.101982	9	2.907745	16	5.775911	11	3.082841	7	2.216937	5	2.153886
hsa-mir-18b	1	0.233508	0	0	1	0.496241	0	0	1	0.392729	0	0	0	0	1	0.494727	1	0.344665	1	0.323083	0	0	1	0.280258	0	0	0	0
hsa-mir-1908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-190a	9	2.101571	11	4.260793	19	9.428579	11	5.914866	12	4.712743	9	3.813839	17	5.719161	4	1.978907	24	8.271951	12	3.876993	15	5.414916	22	6.165683	11	3.483759	13	5.600103
hsa-mir-190b	9	2.101571	1	0.387345	6	2.977446	2	1.07543	2	0.785457	9	3.813839	10	3.364212	23	11.378714	12	4.135976	27	8.723235	11	3.970939	14	3.923616	24	7.600928	3	1.292331
hsa-mir-191	886	206.887968	665	257.584309	642	318.586706	561	301.658152	857	336.568369	1141	483.51002	1411	474.690358	774	382.918472	1851	637.974254	1282	414.192122	1417	511.529078	1886	528.567149	1759	557.084715	424	182.649503
hsa-mir-1910	0	0	0	0	0	0	0	0	1	0.392729	2	0.84752	0	0	0	0	0	0	0	0	1	0.360994	0	0	2	0.633411	0	0
hsa-mir-1911	1	0.233508	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1913	0	0	0	0	0	0	0	0	0	0	1	0.42376	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-192	554	129.363357	250	96.836206	993	492.767288	270	145.183068	397	155.913235	361	152.977316	673	226.411489	457	226.090106	610	210.245432	1194	385.760837	545	196.741953	914	256.156084	405	128.265668	343	147.756556
hsa-mir-193a	1356	316.636665	1987	769.654167	1774	880.331489	782	420.493182	1119	439.46325	1728	732.257068	1434	482.428046	976	482.853267	1492	514.239647	1409	455.223635	1652	596.362765	1955	547.904971	2100	665.08124	992	427.330914
hsa-mir-193b	75	17.51309	206	79.793034	90	44.661688	44	23.659463	72	28.276456	166	70.34414	109	36.669914	94	46.504311	210	72.379575	122	39.416099	149	53.788167	169	47.363652	240	76.009285	68	29.292845
hsa-mir-194-1	279	65.148694	145	56.165	342	169.714413	97	52.158361	159	62.44384	179	75.853018	244	82.086781	163	80.640453	233	80.306862	414	133.75627	231	83.389709	232	65.019925	198	62.70766	169	72.801335
hsa-mir-194-2	266	62.113092	132	51.129517	370	183.609161	103	55.384652	179	70.298411	195	82.633176	219	73.67625	153	75.693186	233	80.306862	454	146.679581	252	90.970591	261	73.147416	201	63.657776	154	66.339678
hsa-mir-195	644	150.379065	320	123.950344	309	153.338461	573	308.110733	359	140.98955	400	169.503951	807	271.491934	360	178.101615	585	201.628816	485	156.695147	441	159.198535	1078	302.118444	489	154.868917	355	152.925881
hsa-mir-196a-1	226	52.772777	127	49.192793	154	76.42111	163	87.647556	63	24.741899	268	113.567647	572	192.432945	758	375.002845	127	43.77241	411	132.787022	377	136.094892	363	101.733762	617	195.407202	140	60.308798
hsa-mir-196a-2	19	4.436649	24	9.296276	27	13.398506	25	13.442877	9	3.534557	39	16.526635	95	31.960017	61	30.178329	26	8.961281	52	16.800304	52	18.771709	51	14.293173	81	25.653134	16	6.892434
hsa-mir-196b	574	134.033514	375	145.254309	432	214.376101	246	132.277906	651	255.666288	937	397.063005	579	194.787893	496	245.384447	531	183.016925	889	287.22059	748	270.023818	1273	356.768812	370	117.18098	438	188.680383
hsa-mir-197	349	81.494245	611	236.667688	418	207.428727	145	77.968685	301	118.211294	490	207.64234	540	181.667465	214	105.871516	824	284.003666	486	157.01823	496	179.053227	924	258.958667	634	200.791193	280	120.617597
hsa-mir-1972-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1972-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1976	8	1.868063	8	3.098759	12	5.954892	3	1.613145	23	9.032757	11	4.661359	10	3.364212	14	6.926174	12	4.135976	13	4.200076	15	5.414916	19	5.324908	12	3.800464	12	5.169326
hsa-mir-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	0	0	0	0
hsa-mir-199a-1	5685	1327.492212	3405	1318.909129	4033	2001.339851	2898	1558.298261	4924	1933.795392	5352	2267.962863	7289	2452.174358	3311	1638.04013	6307	2173.799904	7420	2397.274215	6579	2374.982221	9249	2592.108991	5215	1651.618412	4201	1809.694725
hsa-mir-199a-2	10209	2383.881793	5763	2232.268225	7028	3487.58157	5302	2850.965279	8413	3304.025311	9267	3926.982783	13299	4474.06596	5944	2940.655552	11357	3914.356351	13308	4299.585614	11396	4113.892292	16994	4762.709504	9350	2961.195043	7586	3267.875312
hsa-mir-199b	13759	3212.834713	7906	3062.348185	9662	4794.680297	7611	4092.549366	11727	4605.527733	12576	5329.204217	18329	6166.264755	8658	4283.343838	16156	5568.401973	17769	5740.857888	15745	5683.85698	24283	6805.512232	12998	4116.536168	10684	4602.422863
hsa-mir-19a	51	11.908901	22	8.521586	25	12.406024	36	19.357742	60	23.563713	47	19.916714	81	27.25012	21	10.389261	61	21.024543	31	10.015566	40	14.439776	101	28.306088	27	8.551045	36	15.507977
hsa-mir-19b-1	4	0.934031	7	2.711414	10	4.96241	12	6.452581	19	7.461842	17	7.203918	17	5.719161	8	3.957814	27	9.305945	16	5.169324	24	8.663866	30	8.407749	13	4.11717	8	3.446217
hsa-mir-19b-2	200	46.701573	136	52.678896	150	74.436146	279	150.022503	259	101.716695	251	106.363729	497	167.201352	120	59.367205	466	160.613724	250	80.770695	281	101.439429	650	182.167893	236	74.742463	118	50.831701
hsa-mir-200a	889	207.588492	352	136.345378	499	247.624246	340	182.823122	1232	483.841576	1671	708.102755	910	306.143321	1355	670.354689	1749	602.818461	1433	462.977621	1574	568.205201	1616	452.897408	1377	436.10327	558	240.373639
hsa-mir-200b	848	198.014669	463	179.340654	601	298.240826	425	228.528903	1031	404.903137	1575	667.421807	1251	420.862961	1088	538.262658	2341	806.859929	1367	441.654158	1162	419.475504	1888	529.127665	1454	460.489582	572	246.404519
hsa-mir-200c	16531	3860.118515	8181	3168.868012	7281	3613.130536	6833	3674.207045	15201	5969.866724	21752	9217.624851	13764	4630.501833	15652	7743.462434	30195	10407.148896	16833	5438.452408	18009	6501.148323	26646	7467.762589	27055	8568.463304	8095	3487.140872
hsa-mir-202	11	2.568587	1	0.387345	3	1.488723	15	8.065726	2	0.785457	4	1.69504	3	1.009264	7	3.463087	12	4.135976	7	2.261579	7	2.526961	5	1.401291	4	1.266821	0	0
hsa-mir-203a	7523	1756.679668	3351	1297.992508	4995	2478.723668	2612	1404.511752	7313	2872.023903	12313	5217.755369	9384	3156.976838	8767	4337.269049	9816	3383.228136	7258	2344.934805	9951	3592.25537	8091	2267.569883	13037	4128.887677	5193	2237.025639
hsa-mir-203b	85	19.848169	21	8.134241	34	16.872193	29	15.593737	48	18.850971	71	30.086951	53	17.830325	94	46.504311	72	24.815854	55	17.769553	115	41.514357	50	14.012915	74	23.436196	34	14.646422
hsa-mir-204	38	8.873299	27	10.45831	31	15.38347	7	3.764005	52	20.421885	10	4.237599	67	22.540223	20	9.894534	117	40.325763	24	7.753987	30	10.829832	65	18.216789	82	25.969839	14	6.03088
hsa-mir-205	8687	2028.482822	5455	2112.966019	5101	2531.325212	5847	3144.01999	8874	3485.073173	7518	3185.826758	27513	9255.957347	3415	1689.491708	56774	19567.990443	9375	3028.901047	10237	3695.499771	15145	4244.511912	11097	3514.479294	4782	2059.976238
hsa-mir-2052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-2054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-206	7	1.634555	2	0.77469	1	0.496241	1	0.537715	9	3.534557	6	2.542559	1	0.336421	4	1.978907	3	1.033994	7	2.261579	8	2.887955	6	1.68155	2	0.633411	0	0
hsa-mir-208a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
