miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped
hsa-mir-3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3926-1	4	0.93423	4	1.861762	3	1.454419	4	2.356248	5	1.937475	3	1.489133	3	1.613619	9	3.535332	2	0.847944	11	3.701859	1	0.494878	10	3.447715	8	2.585214	6	2.166567	7	1.962384	10	3.168324	4	1.723525
hsa-mir-3926-2	0	0	0	0	1	0.484806	0	0	3	1.162485	0	0	0	0	0	0	0	0	1	0.336533	0	0	1	0.344771	2	0.646304	0	0	0	0	0	0	2	0.861763
hsa-mir-3927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3928	3	0.700673	10	4.654406	6	2.908838	3	1.767186	0	0	1	0.496378	2	1.075746	8	3.142517	4	1.695889	3	1.009598	3	1.484635	0	0	4	1.292607	2	0.722189	5	1.401703	3	0.950497	2	0.861763
hsa-mir-3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3934	6	1.401346	1	0.465441	1	0.484806	3	1.767186	0	0	1	0.496378	2	1.075746	0	0	3	1.271917	6	2.019196	2	0.989757	4	1.379086	0	0	3	1.083284	6	1.682044	3	0.950497	1	0.430881
hsa-mir-3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3936	0	0	0	0	0	0	0	0	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316832	0	0
hsa-mir-3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.430881
hsa-mir-3938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3939	0	0	0	0	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3940	2	0.467115	3	1.396322	4	1.939226	2	1.178124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	2	0.646304	0	0	0	0	0	0	1	0.430881
hsa-mir-3941	0	0	0	0	3	1.454419	0	0	2	0.77499	0	0	0	0	1	0.392815	0	0	1	0.336533	0	0	1	0.344771	1	0.323152	4	1.444378	0	0	0	0	1	0.430881
hsa-mir-3942	0	0	1	0.465441	1	0.484806	0	0	0	0	0	0	0	0	1	0.392815	1	0.423972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3945	0	0	1	0.465441	2	0.969613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-409	139	32.464507	60	27.926434	229	111.020668	63	37.11091	58	22.474705	51	25.315262	43	23.128538	274	107.63121	445	188.667646	45	15.143969	106	52.457095	101	34.821919	318	102.762269	321	115.911341	221	61.955281	95	30.099077	50	21.544063
hsa-mir-410	120	28.026912	15	6.981609	52	25.209933	22	12.959365	15	5.812424	14	6.949288	39	20.977046	106	41.638351	157	66.563641	29	9.759446	30	14.846348	34	11.72223	155	50.088527	144	51.997611	56	15.699076	42	13.30696	21	9.048506
hsa-mir-411	56	13.079226	1	0.465441	47	22.785901	17	10.014055	20	7.749898	14	6.949288	54	29.045141	61	23.961693	37	15.686973	26	8.749849	33	16.330982	38	13.101316	42	13.572375	82	29.609751	61	17.100779	20	6.336648	16	6.8941
hsa-mir-412	19	4.437594	9	4.188965	4	1.939226	21	12.370303	5	1.937475	15	7.445665	6	3.227238	12	4.713776	14	5.935611	2	0.673065	39	19.300252	14	4.826801	103	33.284634	15	5.416418	70	19.623845	27	8.554474	2	0.861763
hsa-mir-421	3	0.700673	6	2.792643	10	4.848064	3	1.767186	3	1.162485	3	1.489133	8	4.302984	5	1.964073	6	2.543833	5	1.682663	2	0.989757	6	2.068629	2	0.646304	3	1.083284	2	0.560681	4	1.26733	2	0.861763
hsa-mir-422a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-423	324	75.672663	483	224.807796	419	203.133886	247	145.498329	259	100.361184	192	95.304515	180	96.817137	297	116.665947	316	133.975227	365	122.834412	221	109.368095	336	115.843214	285	92.09826	343	123.855421	445	124.751583	390	123.56463	210	90.485065
hsa-mir-424	426	99.495539	61	28.391875	159	77.084219	41	24.151544	94	36.424522	177	87.85885	183	98.430756	841	330.357108	655	277.701816	470	158.170339	280	138.565912	350	120.670015	1361	439.809586	941	339.789944	1196	335.287401	244	77.307102	54	23.267588
hsa-mir-425	619	144.572156	1358	632.068297	2152	1043.303393	334	196.746728	607	235.209416	364	180.681477	238	128.01377	229	89.954551	367	155.597811	546	183.74682	290	143.514695	220	75.849724	766	247.534271	1022	369.0386	661	185.305161	1497	474.298082	259	111.598246
hsa-mir-4251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.392815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4283-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4283-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4286	0	0	1	0.465441	3	1.454419	0	0	1	0.387495	0	0	0	0	1	0.392815	0	0	0	0	0	0	2	0.689543	0	0	0	0	0	0	0	0	0	0
hsa-mir-4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-429	67	15.648359	1	0.465441	1	0.484806	23	13.548427	32	12.399837	33	16.380464	43	23.128538	107	42.031166	106	44.941057	124	41.730047	107	52.951974	298	102.741899	105	33.930938	120	43.331342	149	41.770755	145	45.940696	28	12.064675
hsa-mir-4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-431	88	20.553069	8	3.723525	88	42.662964	26	15.315614	30	11.624848	21	10.423931	38	20.439173	85	33.389244	172	72.923225	20	6.730653	37	18.310496	30	10.343144	122	39.424518	139	50.192138	51	14.297372	29	9.188139	36	15.511725
hsa-mir-4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.423972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4315-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4315-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-432	37	8.641631	7	3.258084	63	30.542804	19	11.192179	22	8.524888	15	7.445665	33	17.749808	52	20.426361	80	33.917779	13	4.374924	20	9.897565	23	7.929744	74	23.913232	91	32.859601	48	13.456351	24	7.603977	13	5.601456
hsa-mir-4320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4326	0	0	0	0	12	5.817677	5	2.94531	4	1.54998	0	0	0	0	5	1.964073	11	4.663695	5	1.682663	1	0.494878	0	0	5	1.615759	12	4.333134	0	0	0	0	3	1.292644
hsa-mir-4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-433	8	1.868461	1	0.465441	16	7.756903	5	2.94531	7	2.712464	5	2.481888	1	0.537873	8	3.142517	33	13.991084	8	2.692261	2	0.989757	8	2.758172	21	6.786188	26	9.388458	7	1.962384	8	2.534659	1	0.430881
hsa-mir-4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316832	0	0
hsa-mir-449a	0	0	0	0	0	0	0	0	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1.805473	0	0	0	0	0	0
hsa-mir-449b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323152	3	1.083284	0	0	0	0	0	0
hsa-mir-449c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-450a-1	20	4.671152	1	0.465441	3	1.454419	0	0	3	1.162485	9	4.467399	3	1.613619	13	5.10659	29	12.295195	9	3.028794	3	1.484635	17	5.861115	38	12.279768	33	11.916119	18	5.046131	13	4.118821	1	0.430881
hsa-mir-450a-2	18	4.204037	1	0.465441	5	2.424032	1	0.589062	4	1.54998	7	3.474644	3	1.613619	19	7.463478	32	13.567112	8	2.692261	5	2.474391	15	5.171572	41	13.249223	57	20.582388	19	5.326472	7	2.217827	2	0.861763
hsa-mir-450b	82	19.151723	5	2.327203	20	9.696128	10	5.890621	17	6.587414	32	15.884086	19	10.219587	131	51.458717	126	53.420502	61	20.528491	71	35.136356	31	10.687916	185	59.783081	135	48.74776	99	27.753723	44	13.940625	10	4.308813
hsa-mir-451	3170	740.377602	20764	9664.408039	31765	15399.875599	3919	2308.534213	1817	704.078268	3035	1506.50627	6023	3239.608966	1168	458.807493	361	153.053978	1391	468.116898	657	325.135015	2368	816.418845	844	272.740111	334	120.60557	3706	1038.942398	663	210.059872	2545	1096.592806
hsa-mir-452	204	47.645751	880	409.587703	1042	505.168279	430	253.296686	376	145.69809	222	110.195846	320	172.119354	140	54.994049	308	130.583449	192	64.614266	94	46.518556	140	48.268006	102	32.961483	141	50.914327	144	40.369052	157	49.742685	119	51.27487
hsa-mir-454	4	0.93423	14	6.516168	21	10.180935	7	4.123434	3	1.162485	2	0.992755	3	1.613619	11	4.320961	8	3.391778	13	4.374924	6	2.96927	8	2.758172	3	0.969455	8	2.888756	15	4.20511	8	2.534659	4	1.723525
hsa-mir-455	111	25.924894	156	72.608729	345	167.258211	103	60.673392	113	43.786926	172	85.376962	68	36.575363	337	132.378532	451	191.211479	373	125.526674	100	49.487826	342	117.911843	515	166.423172	366	132.160595	625	175.212898	189	59.881321	106	45.673414
hsa-mir-466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-483	26	6.072498	28	13.032336	21	10.180935	17	10.014055	26	10.074868	14	6.949288	4	2.151492	30	11.784439	55	23.318473	35	11.778642	13	6.433417	73	25.168317	87	28.114206	22	7.944079	50	14.017032	19	6.019815	9	3.877931
hsa-mir-484	98	22.888645	358	166.627725	520	252.099333	83	48.892151	96	37.199512	71	35.242816	26	13.984698	87	34.174873	79	33.493807	63	21.201556	50	24.743913	108	37.235319	73	23.590081	98	35.387263	128	35.883601	104	32.950568	70	30.161688
hsa-mir-485	36	8.408074	6	2.792643	23	11.150547	9	5.301559	23	8.912383	9	4.467399	2	1.075746	32	12.570068	53	22.470529	8	2.692261	12	5.938539	13	4.482029	33	10.664009	36	12.999403	31	8.69056	11	3.485156	6	2.585288
hsa-mir-486	993	231.9227	25192	11725.378892	10099	4896.05993	2439	1436.722364	838	324.720742	1374	682.022938	2253	1211.827827	507	199.15702	163	69.107475	467	157.160741	394	194.982033	526	181.349794	303	97.914992	149	53.803084	1087	304.730272	430	136.237926	1848	796.268568
hsa-mir-487a	8	1.868461	0	0	17	8.241709	4	2.356248	7	2.712464	2	0.992755	2	1.075746	11	4.320961	12	5.087667	7	2.355728	3	1.484635	8	2.758172	11	3.55467	12	4.333134	16	4.48545	10	3.168324	2	0.861763
hsa-mir-487b	31	7.240286	5	2.327203	30	14.544192	9	5.301559	8	3.099959	11	5.460155	11	5.916603	28	10.99881	72	30.526001	23	7.740251	22	10.887322	19	6.550658	63	20.358563	48	17.332537	59	16.540098	10	3.168324	5	2.154406
hsa-mir-488	0	0	0	0	0	0	0	0	0	0	3	1.489133	6	3.227238	4	1.571259	6	2.543833	1	0.336533	2	0.989757	8	2.758172	11	3.55467	3	1.083284	3	0.841022	4	1.26733	1	0.430881
hsa-mir-489	1	0.233558	0	0	0	0	0	0	2	0.77499	0	0	1	0.537873	1	0.392815	2	0.847944	5	1.682663	1	0.494878	20	6.895429	0	0	2	0.722189	2	0.560681	2	0.633665	1	0.430881
hsa-mir-490	0	0	0	0	0	0	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-491	13	3.036249	11	5.119846	29	14.059386	6	3.534372	11	4.262444	9	4.467399	6	3.227238	6	2.356888	8	3.391778	18	6.057587	9	4.453904	15	5.171572	17	5.49358	21	7.582985	22	6.167494	20	6.336648	12	5.170575
hsa-mir-492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-493	34	7.940959	2	0.930881	3	1.454419	5	2.94531	1	0.387495	6	2.978266	5	2.689365	7	2.749702	23	9.751361	16	5.384522	7	3.464148	9	3.102943	36	11.633464	24	8.666268	42	11.774307	22	6.970312	4	1.723525
hsa-mir-494	14	3.269806	2	0.930881	10	4.848064	4	2.356248	5	1.937475	4	1.985511	15	8.068095	8	3.142517	17	7.207528	7	2.355728	4	1.979513	4	1.379086	10	3.231518	15	5.416418	12	3.364088	8	2.534659	5	2.154406
